board,NS,EW,bid,by,lead,tricks,score,NS_pts,EW_pts
14,124,24,5♦,N,K♣,12,420,64.9,79.1
14,130,12,6♦,N,A♣,12,920,134.86,9.14
14,132,137,5♦,N,K♣,12,420,64.9,79.1
14,139,10,5♦,N,K♣,12,420,64.9,79.1
14,141,100,5♦,N,A♣,12,420,64.9,79.1
14,143,145,5♦,N,K♣,12,420,64.9,79.1
14,3,13,5♦,N,A♣,12,420,64.9,79.1
14,8,16,5♦,N,K♣,12,420,64.9,79.1
14,14,19,4♥,S,8♠,10,420,64.9,79.1
14,17,28,5♦,N,9♠,13,440,112.56,31.44
14,20,56,5♦,N,A♣,12,420,64.9,79.1
14,23,113,5♦,N,A♣,12,420,64.9,79.1
14,30,34,5♦,N,A♣,12,420,64.9,79.1
14,35,60,6♦,N,A♣,12,920,134.86,9.14
14,38,45,5♦,N,A♣,12,420,64.9,79.1
14,42,44,5♦,N,A♣,12,420,64.9,79.1
14,46,65,5♦,N,K♣,12,420,64.9,79.1
14,49,57,3NT,N,K♣,6,-150,3.06,140.94
14,52,53,5♦,N,A♣,12,420,64.9,79.1
14,58,80,4♦,N,A♣,12,170,9.14,134.86
14,62,67,5♦,N,K♣,12,420,64.9,79.1
14,64,50,5♦,N,A♣,12,420,64.9,79.1
14,69,88,4♠*,W,A♦,8,300,19.28,124.72
14,72,78,5♦,N,A♣,12,420,64.9,79.1
14,75,91,6♠,N,A♣,5,-350,0.01,143.99
14,79,99,5♦,N,A♣,12,420,64.9,79.1
14,83,115,5♦,N,A♣,12,420,64.9,79.1
14,85,109,6♦,N,K♣,12,920,134.86,9.14
14,89,98,5♦,N,9♠,13,440,112.56,31.44
14,93,105,5♦,N,A♣,12,420,64.9,79.1
14,96,11,6♦,N,A♣,12,920,134.86,9.14
14,107,119,5♦,N,K♣,12,420,64.9,79.1
14,110,117,4♥,S,Q♣,11,450,118.64,25.36
14,112,126,5♦,N,A♣,12,420,64.9,79.1
14,118,136,5♦,N,A♣,12,420,64.9,79.1
14,122,133,5♦,N,A♣,12,420,64.9,79.1
14,127,21,3NT,N,A♣,6,-150,3.06,140.94
14,131,138,5♦,N,K♣,12,420,64.9,79.1
14,135,32,3♥,S,Q♣,11,200,16.24,127.76
14,140,5,4♥,S,8♦,10,420,64.9,79.1
14,142,31,4♣,E,Q♥,8,100,6.1,137.9
14,144,146,5♦,N,9♠,13,440,112.56,31.44
15,1,54,3NT,S,J♦,10,630,112.56,31.44
15,3,143,3NT,S,J♦,10,630,112.56,31.44
15,7,4,4♣,S,8♥,9,-100,8.13,135.88
15,10,44,3NT,S,J♦,8,-100,8.13,135.88
15,14,125,3♣,S,3♠,10,130,31.44,112.56
15,22,90,3NT,S,J♦,10,630,112.56,31.44
15,25,48,3♣,S,8♥,9,110,21.31,122.69
15,28,92,3♣,S,J♦,9,110,21.31,122.69
15,30,21,3NT,N,K♥,11,660,139.93,4.07
15,33,129,3NT,S,5♠,9,600,70.99,73.01
15,38,11,1NT,S,3♠,10,180,48.68,95.32
15,43,46,3NT,S,J♦,10,630,112.56,31.44
15,58,49,3NT,N,K♥,10,630,112.56,31.44
15,60,6,3NT,S,J♦,10,630,112.56,31.44
15,63,37,3♣,S,J♦,8,-100,8.13,135.88
15,68,41,3NT,N,Q♣,10,630,112.56,31.44
15,70,19,3NT,S,J♦,10,630,112.56,31.44
15,72,15,3NT,S,8♥,9,600,70.99,73.01
15,77,121,3♣,S,J♦,10,130,31.44,112.56
15,81,139,3NT,N,K♥,10,630,112.56,31.44
15,86,31,3NT,N,K♥,9,600,70.99,73.01
15,91,88,1NT,S,7♦,10,180,48.68,95.32
15,95,73,3NT,S,J♦,10,630,112.56,31.44
15,99,51,3♣,S,K♠,10,130,31.44,112.56
15,104,24,3NT,S,J♦,7,-200,0.01,143.99
15,112,106,3NT,S,J♦,10,630,112.56,31.44
15,114,87,2NT,S,J♦,9,150,40.57,103.43
15,116,18,3NT,N,K♥,9,600,70.99,73.01
15,120,145,1NT,S,J♦,11,210,52.74,91.26
15,123,74,3NT,S,3♠,9,600,70.99,73.01
15,126,96,1NT,S,J♦,10,180,48.68,95.32
15,128,85,3NT,S,J♦,9,600,70.99,73.01
15,131,64,3♣,S,6♥,10,130,31.44,112.56
15,134,83,3NT,N,K♥,9,600,70.99,73.01
15,136,110,3NT,S,J♦,11,660,139.93,4.07
15,141,78,3NT,S,7♦,10,630,112.56,31.44
15,2,17,3NT,S,J♦,9,600,70.99,73.01
15,5,47,2NT,S,7♦,9,150,40.57,103.43
15,8,52,3NT,S,J♦,9,600,70.99,73.01
15,13,62,3NT,N,K♥,8,-100,8.13,135.88
15,20,79,3NT,N,K♥,9,600,70.99,73.01
15,23,9,3NT,N,K♥,9,600,70.99,73.01
15,27,109,3NT,N,K♥,9,600,70.99,73.01
15,29,36,1NT,S,J♦,9,150,40.57,103.43
15,32,57,3NT,S,4♠,9,600,70.99,73.01
15,35,40,4♥*,E,K♣,6,800,143.99,0.01
15,42,12,3NT,S,J♦,10,630,112.56,31.44
15,55,66,3NT,S,7♦,9,600,70.99,73.01
15,59,65,3NT,S,1♦0,10,630,112.56,31.44
15,61,138,3NT,S,J♦,10,630,112.56,31.44
15,67,107,3NT,N,4♠,9,600,70.99,73.01
15,69,137,3NT,N,K♥,10,630,112.56,31.44
15,71,94,2NT,S,J♦,9,150,40.57,103.43
15,75,108,3NT,N,3♠,9,600,70.99,73.01
15,80,50,5NT,N,2♠,10,-100,8.13,135.88
15,84,56,1NT,S,J♦,9,150,40.57,103.43
15,89,26,3NT,N,K♥,9,600,70.99,73.01
15,93,53,3♣,S,J♦,9,110,21.31,122.69
15,97,16,3NT,S,J♦,10,630,112.56,31.44
15,103,34,3NT,S,J♦,11,660,139.93,4.07
15,111,82,3♣,S,3♣,9,110,21.31,122.69
15,113,100,4NT,S,J♦,9,-100,8.13,135.88
15,115,98,3NT,N,K♥,10,630,112.56,31.44
15,118,144,3♣,S,8♥,9,110,21.31,122.69
15,122,142,3NT,N,4♠,10,630,112.56,31.44
15,124,105,3NT,S,J♦,10,630,112.56,31.44
15,127,119,3NT,S,J♦,10,630,112.56,31.44
15,130,76,3♣,S,J♦,9,110,21.31,122.69
15,132,45,3NT,N,K♥,10,630,112.56,31.44
15,135,117,3♣,S,6♥,8,-100,8.13,135.88
15,140,39,3NT,N,K♥,10,630,112.56,31.44
15,146,133,3NT,N,K♥,10,630,112.56,31.44
16,1,54,2♠,S,J♥,9,140,87.42,56.58
16,3,143,3♠,N,K♥,9,140,87.42,56.58
16,7,4,5♥*,W,J♠,6,1400,143.97,0.03
16,10,44,2♠*,N,K♥,9,570,141.92,2.08
16,14,125,4♥,W,9♦,7,300,122.38,21.62
16,22,90,4♠*,N,K♥,8,-300,9.28,134.72
16,25,48,4♥,W,J♠,9,100,53.49,90.51
16,28,92,3♠*,N,K♥,7,-300,9.28,134.72
16,30,21,3♠,N,K♥,9,140,87.42,56.58
16,33,129,4♠*,N,K♥,9,-100,25.73,118.27
16,38,11,2♠,N,K♥,8,110,60.69,83.31
16,43,46,3♠,N,6♦,9,140,87.42,56.58
16,58,49,PO,-,-,-,-,-,-
16,60,6,4♠*,N,K♥,8,-300,9.28,134.72
16,63,37,4♠*,N,K♥,7,-500,4.14,139.86
16,68,41,4♠*,N,K♥,9,-100,25.73,118.27
16,70,19,3♠*,N,K♥,8,-100,25.73,118.27
16,72,15,3NT,E,2♠,4,500,130.61,13.39
16,77,121,3♠,N,K♥,8,-50,41.15,102.85
16,81,139,VOID,-,-,-,-,-,-
16,86,31,3♠,N,K♥,8,-50,41.15,102.85
16,91,88,4♥,W,J♠,9,100,53.49,90.51
16,95,73,2♠,S,2♣,9,140,87.42,56.58
16,99,51,4♠,N,K♥,8,-100,25.73,118.27
16,104,24,4♥,W,K♠,10,-620,1.06,142.94
16,112,106,4♠,N,K♥,6,-200,14.42,129.58
16,114,87,4♠,N,K♥,9,-50,41.15,102.85
16,116,18,2♠,N,K♥,9,140,87.42,56.58
16,120,145,3♠,N,1♣0,9,140,87.42,56.58
16,123,74,4♥,W,J♠,10,-620,1.06,142.94
16,126,96,3♠*,N,K♥,9,530,136.77,7.23
16,128,85,3♠*,N,K♥,9,530,136.77,7.23
16,131,64,3♠,N,K♥,9,140,87.42,56.58
16,134,83,3♠,N,6♦,9,140,87.42,56.58
16,136,110,2♠,N,Q♥,8,110,60.69,83.31
16,141,78,3NT,E,A♠,6,300,122.38,21.62
16,2,17,3♠,N,K♥,9,140,87.42,56.58
16,5,47,2♠,N,K♥,9,140,87.42,56.58
16,8,52,4♠,N,K♥,9,-50,41.15,102.85
16,13,62,3♠*,N,K♥,9,530,136.77,7.23
16,20,79,2NT,E,A♠,6,200,114.15,29.85
16,23,9,2♠,N,6♦,9,140,87.42,56.58
16,27,109,4♠,N,K♥,8,-100,25.73,118.27
16,29,36,4♠*,N,K♥,9,-100,25.73,118.27
16,32,57,4♥,W,8♥,8,200,114.15,29.85
16,35,40,3♠,S,2♣,9,140,87.42,56.58
16,42,12,5♣*,E,A♦,9,500,130.61,13.39
16,55,66,2NT,E,A♠,6,200,114.15,29.85
16,59,65,4♠*,N,K♥,8,-300,9.28,134.72
16,61,138,2♠,N,K♥,8,110,60.69,83.31
16,67,107,3♠,N,K♥,9,140,87.42,56.58
16,69,137,2♠,S,2♣,9,140,87.42,56.58
16,71,94,2NT,E,A♠,6,200,114.15,29.85
16,75,108,4♠,S,Q♣,9,-50,41.15,102.85
16,80,50,2♠,S,2♣,9,140,87.42,56.58
16,84,56,3♠*,N,K♥,9,530,136.77,7.23
16,89,26,2♥,W,9♦,9,-140,16.48,127.52
16,93,53,3♠*,N,K♥,8,-100,25.73,118.27
16,97,16,2♠,S,J♥,9,140,87.42,56.58
16,103,34,3♠,N,K♥,9,140,87.42,56.58
16,111,82,4♠*,N,K♥,9,-100,25.73,118.27
16,113,100,3♠,N,K♥,8,-50,41.15,102.85
16,115,98,3♠,N,K♥,9,140,87.42,56.58
16,118,144,2♠,N,K♥,8,110,60.69,83.31
16,122,142,2♠,N,K♥,9,140,87.42,56.58
16,124,105,2♠*,N,K♥,8,470,127.52,16.48
16,127,119,4♣,E,A♦,9,100,53.49,90.51
16,130,76,3♠,N,K♥,9,140,87.42,56.58
16,132,45,2♠,N,K♥,9,140,87.42,56.58
16,135,117,3NT,E,A♦,6,300,122.38,21.62
16,140,39,3♠,N,K♥,8,-50,41.15,102.85
16,146,133,2NT,E,A♦,5,300,122.38,21.62
17,1,54,6♣*,N,Q♦,9,-500,0.01,143.99
17,3,143,3♣*,E,A♦,6,500,103.43,40.57
17,7,4,3NT,S,K♥,10,430,48.68,95.32
17,10,44,3♠,N,Q♣,8,-50,4.07,139.93
17,14,125,3NT,S,K♥,11,460,73.01,70.99
17,22,90,6♦,S,K♥,12,920,124.72,19.28
17,25,48,5♦,S,K♥,12,420,27.39,116.61
17,28,92,3NT,S,6♣,8,-50,4.07,139.93
17,30,21,5♦,S,K♥,12,420,27.39,116.61
17,33,129,3NT,S,K♥,11,460,73.01,70.99
17,38,11,3NT,S,7♥,11,460,73.01,70.99
17,43,46,6♦,S,K♥,12,920,124.72,19.28
17,58,49,5♦,S,K♥,12,420,27.39,116.61
17,60,6,3NT,S,6♣,11,460,73.01,70.99
17,63,37,5♦,S,K♥,12,420,27.39,116.61
17,68,41,5♦,S,6♣,12,420,27.39,116.61
17,70,19,3NT,S,6♣,10,430,48.68,95.32
17,72,15,3NT,S,7♥,11,460,73.01,70.99
17,77,121,6♦,S,K♥,12,920,124.72,19.28
17,81,139,4♦,S,6♣,12,170,9.14,134.86
17,86,31,3NT,S,6♣,11,460,73.01,70.99
17,91,88,6♦,S,6♣,12,920,124.72,19.28
17,95,73,6♦,S,K♥,12,920,124.72,19.28
17,99,51,3NT,S,K♥,9,400,14.21,129.79
17,104,24,3NT,S,K♥,10,430,48.68,95.32
17,112,106,3NT,S,K♥,12,490,95.32,48.68
17,114,87,3NT,S,K♥,12,490,95.32,48.68
17,116,18,6♦,S,6♦,12,920,124.72,19.28
17,120,145,3NT,S,K♥,12,490,95.32,48.68
17,123,74,3NT,S,Q♥,11,460,73.01,70.99
17,126,96,5♦,S,K♥,12,420,27.39,116.61
17,128,85,6♦,S,K♥,12,920,124.72,19.28
17,131,64,2NT,S,7♥,11,210,12.18,131.82
17,134,83,6♦,N,Q♣,12,920,124.72,19.28
17,136,110,3NT,S,6♣,11,460,73.01,70.99
17,141,78,3NT,S,2♥,12,490,95.32,48.68
17,2,17,3NT,S,6♣,10,430,48.68,95.32
17,5,47,3NT,S,K♥,11,460,73.01,70.99
17,8,52,4NT,N,3♥,10,430,48.68,95.32
17,13,62,3NT,S,K♥,10,430,48.68,95.32
17,20,79,3NT,S,6♣,11,460,73.01,70.99
17,23,9,5♦,N,3♥,12,420,27.39,116.61
17,27,109,6♦,N,3♥,12,920,124.72,19.28
17,29,36,6♦,N,Q♣,12,920,124.72,19.28
17,32,57,3NT,S,K♥,11,460,73.01,70.99
17,35,40,6♦,N,J♣,12,920,124.72,19.28
17,42,12,5♦,S,6♣,12,420,27.39,116.61
17,55,66,3NT,S,K♥,10,430,48.68,95.32
17,59,65,6♦,N,3♥,12,920,124.72,19.28
17,61,138,3NT,S,Q♥,11,460,73.01,70.99
17,67,107,6♦,S,6♣,12,920,124.72,19.28
17,69,137,7♦,N,Q♣,12,-50,4.07,139.93
17,71,94,3NT,S,K♥,12,490,95.32,48.68
17,75,108,6♦,S,K♥,12,920,124.72,19.28
17,80,50,3NT,S,K♥,12,490,95.32,48.68
17,84,56,6♦,S,6♣,12,920,124.72,19.28
17,89,26,3NT,S,K♥,12,490,95.32,48.68
17,93,53,6♦,S,K♥,12,920,124.72,19.28
17,97,16,6♦,N,3♥,12,920,124.72,19.28
17,103,34,6♦,S,K♥,12,920,124.72,19.28
17,111,82,5♦,S,6♣,12,420,27.39,116.61
17,113,100,3NT,S,K♥,11,460,73.01,70.99
17,115,98,5♦,S,K♥,12,420,27.39,116.61
17,118,144,5♦,S,Q♥,12,420,27.39,116.61
17,122,142,5♦,S,K♥,12,420,27.39,116.61
17,124,105,3NT,S,6♣,11,460,73.01,70.99
17,127,119,3NT,S,K♥,10,430,48.68,95.32
17,130,76,6♦,S,8♦,12,920,124.72,19.28
17,132,45,6♦,N,Q♦,12,920,124.72,19.28
17,135,117,1♦,S,K♥,12,170,9.14,134.86
17,140,39,3NT,S,6♣,11,460,73.01,70.99
17,146,133,3NT,S,6♣,10,430,48.68,95.32
18,1,54,3NT,N,4♣,8,-100,15.22,128.78
18,3,143,3♦,N,5♥,9,110,40.57,103.43
18,7,4,4♦,N,5♥,10,130,83.15,60.85
18,10,44,1NT,N,J♣,8,120,60.85,83.15
18,14,125,3NT,N,4♣,8,-100,15.22,128.78
18,22,90,1NT,N,4♣,8,120,60.85,83.15
18,25,48,1NT,N,4♣,8,120,60.85,83.15
18,28,92,1NT,N,4♣,8,120,60.85,83.15
18,30,21,3♦,N,5♥,10,130,83.15,60.85
18,33,129,1NT,N,5♣,8,120,60.85,83.15
18,38,11,1NT,N,4♣,8,120,60.85,83.15
18,43,46,2♠,S,A♥,9,140,92.28,51.72
18,56,84,5♦,N,5♥,9,-200,3.06,140.94
18,59,65,3♥,W,K♦,8,50,26.38,117.63
18,61,138,2♠,S,K♥,8,110,40.57,103.43
18,67,107,2♥*,E,A♦,7,100,32.46,111.54
18,69,137,3♥,W,A♦,7,100,32.46,111.54
18,71,94,1NT,N,4♣,9,150,100.39,43.61
18,75,108,3♠,S,K♥,10,170,111.54,32.46
18,80,50,3NT,N,2♣,9,600,127.76,16.24
18,86,31,2♠,S,A♥,7,-100,15.22,128.78
18,91,88,4♠,S,K♥,10,620,135.88,8.13
18,95,73,1NT,N,J♣,10,180,119.65,24.35
18,99,51,3♠,N,A♥,7,-200,3.06,140.94
18,104,24,3♦,N,5♥,10,130,83.15,60.85
18,112,106,3NT,N,3♥,9,600,127.76,16.24
18,114,87,1NT,N,4♣,8,120,60.85,83.15
18,116,18,1NT,N,4♣,10,180,119.65,24.35
18,120,145,3♦,N,Q♥,9,110,40.57,103.43
18,123,74,3♠,S,K♥,8,-100,15.22,128.78
18,126,96,3♦,N,Q♥,8,-100,15.22,128.78
18,128,85,1NT,N,4♣,10,180,119.65,24.35
18,131,64,3NT,N,4♣,10,630,141.96,2.04
18,134,83,3♦,N,5♥,9,110,40.57,103.43
18,136,110,1NT,N,4♣,9,150,100.39,43.61
18,141,78,3NT,N,4♣,10,630,141.96,2.04
18,2,17,2NT,N,6♥,9,150,100.39,43.61
18,5,47,1NT,N,4♣,8,120,60.85,83.15
18,8,52,3NT,N,4♣,10,630,141.96,2.04
18,13,62,3♥,W,A♦,7,100,32.46,111.54
18,20,79,2♠,S,A♥,10,170,111.54,32.46
18,23,9,4♠,S,A♥,10,620,135.88,8.13
18,27,109,1NT,N,5♣,8,120,60.85,83.15
18,29,36,4♦,N,5♥,9,-100,15.22,128.78
18,32,57,3NT,N,5♥,9,600,127.76,16.24
18,35,40,1NT,N,3♦,9,150,100.39,43.61
18,42,12,3♦,N,4♦,10,130,83.15,60.85
18,55,66,3♦,N,J♣,10,130,83.15,60.85
18,58,49,1NT,S,6♥,8,120,60.85,83.15
18,60,6,3NT,N,Q♥,8,-100,15.22,128.78
18,63,37,1NT,N,J♣,8,120,60.85,83.15
18,68,41,3NT,N,Q♣,9,600,127.76,16.24
18,70,19,4♠,S,K♥,10,620,135.88,8.13
18,72,15,3NT,N,5♣,8,-100,15.22,128.78
18,77,121,3NT,N,J♣,9,600,127.76,16.24
18,81,139,2♠,S,A♥,9,140,92.28,51.72
18,89,26,2♠,S,A♥,10,170,111.54,32.46
18,93,53,3♦,N,Q♥,9,110,40.57,103.43
18,97,16,1NT,N,4♣,8,120,60.85,83.15
18,103,34,1NT,N,4♣,7,90,28.4,115.6
18,111,82,1NT,N,J♣,9,150,100.39,43.61
18,113,100,3NT,N,4♣,8,-100,15.22,128.78
18,115,98,2♠,S,A♥,10,170,111.54,32.46
18,118,144,3NT,S,A♥,8,-100,15.22,128.78
18,122,142,2NT,N,4♣,9,150,100.39,43.61
18,124,105,1NT,N,5♥,8,120,60.85,83.15
18,127,119,1NT,N,J♣,8,120,60.85,83.15
18,130,76,4♦,N,Q♥,10,130,83.15,60.85
18,132,45,1NT,N,4♣,8,120,60.85,83.15
18,135,117,5♦,N,Q♥,8,-300,0.01,143.99
18,140,39,3♦,N,9♦,10,130,83.15,60.85
18,146,133,2♠,N,A♥,10,170,111.54,32.46
19,1,54,4NT,W,J♦,12,-690,86.19,57.81
19,3,143,4♥,E,6♦,12,-680,115.6,28.4
19,7,4,6NT,W,5♠,13,-1470,2.04,141.96
19,10,44,4♥,W,Q♠,12,-680,115.6,28.4
19,14,125,6♥,E,6♦,12,-1430,35.5,108.5
19,22,90,6♥,W,1♣0,12,-1430,35.5,108.5
19,25,48,4♥,W,J♦,12,-680,115.6,28.4
19,28,92,6♥,W,5♠,12,-1430,35.5,108.5
19,30,21,3NT,W,Q♠,12,-690,86.19,57.81
19,33,129,6♥,W,1♣0,12,-1430,35.5,108.5
19,38,11,4♥,E,6♦,12,-680,115.6,28.4
19,43,46,6♥,E,6♦,12,-1430,35.5,108.5
19,58,49,6♥,W,3♥,12,-1430,35.5,108.5
19,60,6,3NT,W,J♦,13,-720,67.94,76.06
19,63,37,6♥,E,6♦,12,-1430,35.5,108.5
19,68,41,6♥,W,J♦,12,-1430,35.5,108.5
19,70,19,3NT,W,6♠,12,-690,86.19,57.81
19,72,15,4NT,W,J♦,13,-720,67.94,76.06
19,77,121,4♥,E,7♥,12,-680,115.6,28.4
19,81,139,6NT,W,J♦,13,-1470,2.04,141.96
19,86,31,3NT,W,J♦,12,-690,86.19,57.81
19,91,88,4♥,W,J♦,12,-680,115.6,28.4
19,95,73,3NT,W,Q♠,10,-630,133.85,10.15
19,99,51,7♦,W,1♣0,12,100,140.94,3.06
19,104,24,3NT,W,J♦,13,-720,67.94,76.06
19,112,106,7♥,W,3♥,12,100,140.94,3.06
19,114,87,4NT,W,5♠,12,-690,86.19,57.81
19,116,18,4♥,E,J♦,12,-680,115.6,28.4
19,120,145,6♥,E,9♣,12,-1430,35.5,108.5
19,123,74,4♥,W,Q♠,12,-680,115.6,28.4
19,126,96,6♥,E,6♦,12,-1430,35.5,108.5
19,128,85,3NT,W,1♣0,12,-690,86.19,57.81
19,131,64,6♥,W,J♦,12,-1430,35.5,108.5
19,134,83,4♥,W,J♦,12,-680,115.6,28.4
19,136,110,3NT,W,Q♠,13,-720,67.94,76.06
19,141,78,6♥,W,1♣0,12,-1430,35.5,108.5
19,2,17,3NT,W,J♦,12,-690,86.19,57.81
19,5,47,6♥,E,6♦,12,-1430,35.5,108.5
19,8,52,4♦,W,1♣0,12,-170,135.88,8.13
19,13,62,6NT,W,J♦,12,-1440,11.17,132.83
19,20,79,3NT,W,J♦,13,-720,67.94,76.06
19,23,9,6♦,W,J♠,11,100,140.94,3.06
19,27,109,4NT,W,J♦,12,-690,86.19,57.81
19,29,36,4♥,E,9♣,12,-680,115.6,28.4
19,32,57,6♥,W,J♦,12,-1430,35.5,108.5
19,35,40,6♦,E,3♠,12,-1370,58.82,85.18
19,42,12,6NT,W,5♠,13,-1470,2.04,141.96
19,55,66,6NT,W,J♦,12,-1440,11.17,132.83
19,59,65,6♦,W,Q♠,12,-1370,58.82,85.18
19,61,138,7♦,E,3♠,12,100,140.94,3.06
19,67,107,6♥,W,J♦,12,-1430,35.5,108.5
19,69,137,6♥,W,J♦,12,-1430,35.5,108.5
19,71,94,6♥,W,5♠,12,-1430,35.5,108.5
19,75,108,4♥,E,3♦,12,-680,115.6,28.4
19,80,50,3NT,W,1♣0,12,-690,86.19,57.81
19,84,56,3NT,W,1♣0,12,-690,86.19,57.81
19,89,26,4♥,E,3♠,12,-680,115.6,28.4
19,93,53,3NT,W,J♦,12,-690,86.19,57.81
19,97,16,4♥,E,6♦,12,-680,115.6,28.4
19,103,34,4♥,E,6♦,12,-680,115.6,28.4
19,111,82,3NT,W,J♦,12,-690,86.19,57.81
19,113,100,6♦,E,7♣,12,-1370,58.82,85.18
19,115,98,3NT,W,J♦,13,-720,67.94,76.06
19,118,144,6♥,E,6♦,12,-1430,35.5,108.5
19,122,142,4♥,W,Q♠,12,-680,115.6,28.4
19,124,105,6♥,W,J♦,13,-1460,6.1,137.9
19,127,119,4♥,E,9♣,12,-680,115.6,28.4
19,130,76,6NT,W,J♦,12,-1440,11.17,132.83
19,132,45,6NT,W,9♦,12,-1440,11.17,132.83
19,135,117,4♥,E,6♦,12,-680,115.6,28.4
19,140,39,6♥,W,J♦,12,-1430,35.5,108.5
19,146,133,6♥,W,J♦,12,-1430,35.5,108.5
20,1,54,3♥,W,K♣,9,-140,130.81,13.19
20,3,143,4♥,W,K♣,12,-680,34.49,109.51
20,7,4,4♥,W,K♣,12,-680,34.49,109.51
20,10,44,4♥,W,K♣,12,-680,34.49,109.51
20,14,125,4♥,W,K♣,12,-680,34.49,109.51
20,22,90,4♥,W,4♥,12,-680,34.49,109.51
20,25,48,3♦,E,A♠,10,-130,134.86,9.14
20,28,92,4♥,W,K♣,12,-680,34.49,109.51
20,30,21,4♥,W,K♣,12,-680,34.49,109.51
20,33,129,4♥,W,K♣,12,-680,34.49,109.51
20,38,11,3♠,S,A♥,6,-300,87.21,56.79
20,43,46,2♠,S,A♥,6,-200,116.61,27.39
20,58,49,4♠*,S,A♥,6,-1100,2.04,141.96
20,60,6,3♥,W,7♠,10,-170,123.71,20.29
20,63,37,4♥,W,K♣,12,-680,34.49,109.51
20,68,41,4♥,E,A♠,10,-620,75.04,68.96
20,70,19,4♥,W,7♠,10,-620,75.04,68.96
20,72,15,4♥,W,K♣,12,-680,34.49,109.51
20,77,121,5♥,W,K♣,12,-680,34.49,109.51
20,81,139,4♥,W,K♣,12,-680,34.49,109.51
20,86,31,4♥,W,K♣,12,-680,34.49,109.51
20,91,88,3♠,S,K♥,5,-400,85.18,58.82
20,95,73,2NT,E,7♣,12,-240,89.24,54.76
20,99,51,4♥,W,K♣,12,-680,34.49,109.51
20,104,24,4♥,W,K♣,12,-680,34.49,109.51
20,112,106,3♥,W,K♣,12,-230,102.42,41.58
20,114,87,3♥,W,K♣,12,-230,102.42,41.58
20,116,18,4♥,W,K♣,12,-680,34.49,109.51
20,120,145,3♥,W,7♠,10,-170,123.71,20.29
20,123,74,4♥,W,K♣,12,-680,34.49,109.51
20,126,96,4♠*,S,K♥,5,-1400,0.01,143.99
20,128,85,4♥,W,K♣,12,-680,34.49,109.51
20,131,64,4♥,W,K♣,12,-680,34.49,109.51
20,134,83,4♥,W,K♣,12,-680,34.49,109.51
20,136,110,4♥,E,A♠,10,-620,75.04,68.96
20,141,78,2♦,E,A♠,10,-130,134.86,9.14
20,2,17,3♥,W,K♣,12,-230,102.42,41.58
20,5,47,2♥,E,A♠,10,-170,123.71,20.29
20,8,52,4♥,E,A♠,10,-620,75.04,68.96
20,13,62,3♠,S,A♥,7,-200,116.61,27.39
20,20,79,3♥,W,K♣,12,-230,102.42,41.58
20,23,9,3♥,W,K♣,12,-230,102.42,41.58
20,27,109,4♥,E,K♠,10,-620,75.04,68.96
20,29,36,4♥,E,A♠,10,-620,75.04,68.96
20,32,57,4♥,W,K♣,12,-680,34.49,109.51
20,35,40,4♥,W,K♣,12,-680,34.49,109.51
20,42,12,4♥,W,K♣,12,-680,34.49,109.51
20,55,66,4♥,W,K♣,12,-680,34.49,109.51
20,59,65,4♥,W,K♣,12,-680,34.49,109.51
20,61,138,4♥,W,K♣,12,-680,34.49,109.51
20,67,107,3♥,W,7♠,10,-170,123.71,20.29
20,69,137,3♥,W,K♣,12,-230,102.42,41.58
20,71,94,2♥,W,K♣,12,-230,102.42,41.58
20,75,108,3♥,W,K♣,9,-140,130.81,13.19
20,80,50,3♠,W,8♥,4,500,143.99,0.01
20,84,56,4♥,W,K♣,12,-680,34.49,109.51
20,89,26,2♥,E,A♠,10,-170,123.71,20.29
20,93,53,4♥,W,K♣,12,-680,34.49,109.51
20,97,16,3♥,W,K♣,12,-230,102.42,41.58
20,103,34,4♥,W,7♠,10,-620,75.04,68.96
20,111,82,3NT,E,A♠,8,100,139.93,4.07
20,113,100,3♥,W,K♣,12,-230,102.42,41.58
20,115,98,4♥,W,K♣,10,-620,75.04,68.96
20,118,144,3♥,W,K♣,12,-230,102.42,41.58
20,122,142,4♥,W,K♣,12,-680,34.49,109.51
20,124,105,4♥,W,7♠,10,-620,75.04,68.96
20,127,119,4♥,W,K♣,12,-680,34.49,109.51
20,130,76,4♥,W,K♣,12,-680,34.49,109.51
20,132,45,4♥,W,K♣,9,100,139.93,4.07
20,135,117,3♥,W,K♣,12,-230,102.42,41.58
20,140,39,3♥,W,K♣,12,-230,102.42,41.58
20,146,133,4♥,W,7♠,9,100,139.93,4.07
21,1,54,3NT,S,J♠,12,690,82.14,61.86
21,3,143,3NT,S,J♠,12,690,82.14,61.86
21,7,4,3NT,S,J♠,12,690,82.14,61.86
21,10,44,3NT,S,J♠,12,690,82.14,61.86
21,14,125,3NT,S,J♠,11,660,21.31,122.69
21,22,90,3NT,S,J♠,11,660,21.31,122.69
21,25,48,3NT,S,4♠,12,690,82.14,61.86
21,28,92,3NT,S,J♠,12,690,82.14,61.86
21,30,21,6♣,N,A♣,12,1370,138.92,5.08
21,33,129,3NT,S,J♠,12,690,82.14,61.86
21,38,11,5♣,N,3♥,12,620,5.08,138.92
21,43,46,3NT,S,J♠,11,660,21.31,122.69
21,58,49,3NT,S,6♠,12,690,82.14,61.86
21,60,6,3NT,S,J♠,12,690,82.14,61.86
