Level,Date and Time,Source,Event ID,Task Category
Warning,15/02/2012 11:49:28,TOSHIBA Service Station,0,None,Skipping empty element [tsu:setup_args]
Warning,15/02/2012 11:49:28,TOSHIBA Service Station,0,None,Skipping empty element [tsu:setup_args]
Information,15/02/2012 11:49:28,TOSHIBA Service Station,0,None,[StartPlugins]: Success
Information,15/02/2012 11:09:07,TOSHIBA Service Station,0,None,[SaveSettings] UpdateRetryCount: Success
Information,15/02/2012 11:09:07,TOSHIBA Service Station,0,None,[SaveSettings] FirstCheckForUpdates: Success
Information,15/02/2012 11:09:07,TOSHIBA Service Station,0,None,[SaveSettings] LastCheckForUpdates: Success
Information,15/02/2012 11:09:07,TOSHIBA Service Station,0,None,[SaveSettings] AccessAgreementAccepted: Success
Information,15/02/2012 11:09:07,TOSHIBA Service Station,0,None,[SaveSettings] NextActionDate: Success
Information,15/02/2012 11:09:07,TOSHIBA Service Station,0,None,[SaveSettings] FirstServiceDate: Success
Information,15/02/2012 10:12:05,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,15/02/2012 10:07:05,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
6.1.7601.17514"
Information,15/02/2012 10:07:05,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 4de78642-0f7f-4b61-9392-8add86d70ae8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
2: 50e329f7-a5fa-46b2-85fd-f224e5da7764, 1, 1 [(0 [0x00000000, 1, 0], [(?)(?)( 1 0x00000000 0 0 msft:rm/algorithm/bios/4.0 0x00000000 0)(?)(?)(?)])(1 )(2 )]
3: 5a79ecd8-d33f-406c-a619-7785899b5d59, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
4: 770bc271-8dc1-467d-b574-73cbacbeccd1, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
5: 90a61a0d-0b76-4bf1-a8b8-89061855a4c9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
6: 92f9d22a-65f5-49a7-90fe-06491b4fc379, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
7: 9abf5984-9c16-46f2-ad1e-7fe15931a8dd, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
8: 9ccffaf9-86a2-414e-b031-b2f777720e90, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
9: b92e9980-b9d5-4821-9c94-140f632f6312, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
10: c1027486-8ae8-4633-9cf9-9658ed80504d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
11: c1e88de3-96c4-4563-ad7d-775f65b1e670, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
12: c33001fc-5e9c-4f27-8c05-e0154adb0db4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
13: cf3c5b35-35ff-4c95-9bbd-a188e47ad14c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
14: cff07cac-7534-4cc3-b3f3-99e1a0aa3c20, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
15: d188820a-cb63-4bad-a9a2-40b843ee23b7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
16: d8e04254-f9a5-4729-ae86-886de6aa907c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
17: da22eadd-46dc-4056-a287-f5041c852470, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
18: e120e868-3df2-464a-95a0-b52fa5ada4bf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
19: e838d943-63ed-4a0b-9fb1-47152908acc9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
20: 4a8149bb-7d61-49f4-8822-82c7bf88d64b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
21: afd5f68f-b70f-4000-a21d-28dbc8be8b07, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]

"
Information,15/02/2012 10:07:05,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/2005, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/licenserenewal/1.0, 0x00000000, 0x00000000
"
Information,15/02/2012 10:07:04,SecurityCenter,1,None,The Windows Security Center Service has started.
Information,15/02/2012 10:07:03,UNS,2000,UNS,Intel(R) User Notification Service started.

Information,15/02/2012 10:07:02,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
"
Information,15/02/2012 10:06:31,TOSHIBA Service Station,0,None,[d82f5878-45f4-4557-afcf-ca065f0e3058] File version check dependency met? True
Information,15/02/2012 10:06:31,TOSHIBA Service Station,0,None,Checking dependency [d82f5878-45f4-4557-afcf-ca065f0e3058]
Information,15/02/2012 10:06:31,TOSHIBA Service Station,0,None,[8880047b-5a89-40d3-8163-37ca567e05e8] BIOS version dependency met? False
Information,15/02/2012 10:06:31,TOSHIBA Service Station,0,None,Checking dependency [8880047b-5a89-40d3-8163-37ca567e05e8]
Warning,15/02/2012 10:06:31,TOSHIBA Service Station,0,None,Skipping empty element [tsu:setup_args]
Warning,15/02/2012 10:06:31,TOSHIBA Service Station,0,None,Skipping empty element [tsu:setup_args]
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[StartPlugins]: Success
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[SaveSettings] UpdateRetryCount: Success
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[SaveSettings] FirstCheckForUpdates: Success
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[SaveSettings] LastCheckForUpdates: Success
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[SaveSettings] AccessAgreementAccepted: Success
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[SaveSettings] NextActionDate: Success
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[SaveSettings] FirstServiceDate: Success
Information,15/02/2012 10:06:30,TOSHIBA Service Station,0,None,[EnableRunAtStartup]: Success
Information,15/02/2012 10:06:28,TOSHIBA Service Station,0,None,[CheckAuditMode]: Success
Information,15/02/2012 10:06:24,Service1,0,None,Service started successfully.
Warning,15/02/2012 10:06:22,Microsoft-Windows-SoftwareRestrictionPolicies,866,None,Access to c:\program files (x86)\avira\antivir desktop\ipmGui.exe has been restricted by your Administrator by location with policy rule {246ACF77-BA35-40A4-A3A4-E60D305EACD4} placed on path C:\Program Files (x86)\Avira\AntiVir Desktop\ipmgui.exe.
Information,15/02/2012 10:05:20,Microsoft-Windows-Search,1003,Search service,The Windows Search Service started.

Information,15/02/2012 10:05:18,ESENT,302,Logging/Recovery,Windows (4144) Windows: The database engine has successfully completed recovery steps.
Information,15/02/2012 10:05:18,ESENT,301,Logging/Recovery,Windows (4144) Windows: The database engine has begun replaying logfile C:\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.log.
Information,15/02/2012 10:05:18,ESENT,300,Logging/Recovery,Windows (4144) Windows: The database engine is initiating recovery steps.
Information,15/02/2012 10:05:18,ESENT,102,General,Windows (4144) Windows: The database engine (6.01.7601.0000) started a new instance (0).
Information,15/02/2012 10:05:05,Desktop Window Manager,9003,None,The Desktop Window Manager was unable to start because a composited theme is not in use
Information,15/02/2012 10:05:03,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,15/02/2012 10:05:03,Microsoft-Windows-Winlogon,4101,None,Windows license validated.
Information,15/02/2012 10:04:58,Microsoft-Windows-WMI,5617,None,Windows Management Instrumentation Service subsystems initialized successfully
Information,15/02/2012 10:04:58,MSSQL$SQLEXPRESS,9688,Server,Service Broker manager has started.
Information,15/02/2012 10:04:58,MSSQL$SQLEXPRESS,9666,Server,The Database Mirroring protocol transport is disabled or not configured.
Information,15/02/2012 10:04:58,MSSQL$SQLEXPRESS,9666,Server,The Service Broker protocol transport is disabled or not configured.
Information,15/02/2012 10:04:58,MSSQL$SQLEXPRESS,3408,Server,Recovery is complete. This is an informational message only. No user action is required.
Information,15/02/2012 10:04:58,MSSQL$SQLEXPRESS,17137,Server,Starting up database 'tempdb'.
Information,15/02/2012 10:04:57,SignInAssistant,0,None,"The description for Event ID 0 from source SignInAssistant cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

 WLIDInitializationTimerQueue. QueueWorkItem started (04:57:927)
"
Information,15/02/2012 10:04:57,SignInAssistant,0,None,"The description for Event ID 0 from source SignInAssistant cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

g_ WLIDInitializationTimerQueue.Initialize started (04:57:927)
"
Information,15/02/2012 10:04:57,SignInAssistant,0,None,"The description for Event ID 0 from source SignInAssistant cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

g_WLIDTimerQueue.Initialize started (04:57:927)
"
Information,15/02/2012 10:04:53,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,15/02/2012 10:04:52,MSSQL$SQLEXPRESS,17136,Server,Clearing tempdb database.
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,17126,Server,SQL Server is now ready for client connections. This is an informational message; no user action is required.
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,26037,Server,"The SQL Server Network Interface library could not register the Service Principal Name (SPN) for the SQL Server service. Error: 0x54b, state: 3. Failure to register an SPN may cause integrated authentication to fall back to NTLM instead of Kerberos. This is an informational message. Further action is only required if Kerberos authentication is required by authentication policies."
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,17199,Server,"Dedicated administrator connection support was not started because it is disabled on this edition of SQL Server. If you want to use a dedicated administrator connection, restart SQL Server using the trace flag 7806. This is an informational message only. No user action is required."
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,26048,Server,Server local connection provider is ready to accept connection on [ \\.\pipe\MSSQL$SQLEXPRESS\sql\query ].
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,26048,Server,Server local connection provider is ready to accept connection on [ \\.\pipe\SQLLocal\SQLEXPRESS ].
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,26018,Server,A self-generated certificate was successfully loaded for encryption.
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,17137,Server,Starting up database 'msdb'.
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,17137,Server,Starting up database 'model'.
Information,15/02/2012 10:04:51,MSSQL$SQLEXPRESS,17663,Server,Server name is 'DALEK\SQLEXPRESS'. This is an informational message only. No user action is required.
Information,15/02/2012 10:04:49,MSSQL$SQLEXPRESS,958,Server,The resource database build version is 10.50.1600. This is an informational message only. No user action is required.
Information,15/02/2012 10:04:49,MSSQL$SQLEXPRESS,17137,Server,Starting up database 'mssqlsystemresource'.
Information,15/02/2012 10:04:49,MSSQL$SQLEXPRESS,19030,Server,"SQL Trace ID 1 was started by login ""sa""."
Information,15/02/2012 10:04:49,MSSQL$SQLEXPRESS,5579,Server,"FILESTREAM: effective level = 0, configured level = 0, file system access share name = 'SQLEXPRESS'."
Information,15/02/2012 10:04:48,MSSQL$SQLEXPRESS,3454,Server,Recovery is writing a checkpoint in database 'master' (1). This is an informational message only. No user action is required.
Information,15/02/2012 10:04:48,MSSQL$SQLEXPRESS,17137,Server,Starting up database 'master'.
Information,15/02/2012 10:04:48,MSSQL$SQLEXPRESS,17152,Server,Node configuration: node 0: CPU mask: 0x000000000000000f:0 Active CPU mask: 0x000000000000000f:0. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.
Information,15/02/2012 10:04:47,MSSQL$SQLEXPRESS,17125,Server,Using dynamic lock allocation.  Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node.  This is an informational message only.  No user action is required.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17164,Server,Detected 4 CPUs. This is an informational message; no user action is required.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17162,Server,SQL Server is starting at normal priority base (=7). This is an informational message only. No user action is required.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17110,Server,"Registry startup parameters: 
	 -d c:\Program Files\Microsoft SQL Server\MSSQL10_50.SQLEXPRESS\MSSQL\DATA\master.mdf
	 -e c:\Program Files\Microsoft SQL Server\MSSQL10_50.SQLEXPRESS\MSSQL\Log\ERRORLOG
	 -l c:\Program Files\Microsoft SQL Server\MSSQL10_50.SQLEXPRESS\MSSQL\DATA\mastlog.ldf"
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17176,Server,This instance of SQL Server last reported using a process ID of 1644 at 15/02/2012 00:15:23 (local) 15/02/2012 00:15:23 (UTC). This is an informational message only; no user action is required.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17111,Server,Logging SQL Server messages in file 'c:\Program Files\Microsoft SQL Server\MSSQL10_50.SQLEXPRESS\MSSQL\Log\ERRORLOG'.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,15268,Server,Authentication mode is MIXED.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,18496,Server,"System Manufacturer: 'TOSHIBA', System Model: 'Satellite Pro L630'."
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17104,Server,Server process ID is 1248.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17103,Server,All rights reserved.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17101,Server,(c) Microsoft Corporation.
Information,15/02/2012 10:04:46,MSSQL$SQLEXPRESS,17069,Server,Microsoft SQL Server 2008 R2 (RTM) - 10.50.1600.1 (X64) 
	Apr  2 2010 15:48:46 
	Copyright (c) Microsoft Corporation
	Express Edition (64-bit) on Windows NT 6.1 <X64> (Build 7601: Service Pack 1)

Information,15/02/2012 10:04:41,Bonjour Service,100,None,Service started

Information,15/02/2012 10:04:41,LMS,0,None,LMS Service started
Information,15/02/2012 10:04:39,Avira Antivirus,4096,AntiVir,The AntiVir service has been started successfully!
Information,15/02/2012 10:04:39,AdobeARMservice,0,None,"The description for Event ID 0 from source AdobeARMservice cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Service started
"
Information,15/02/2012 10:04:34,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,15/02/2012 10:04:34,Microsoft-Windows-EventSystem,4625,None,The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
Information,15/02/2012 00:15:23,Microsoft-Windows-User Profiles Service,1532,None,"The User Profile Service has stopped.  

"
Information,15/02/2012 00:15:23,Bonjour Service,100,None,Service stopped (0)

Information,15/02/2012 00:15:23,MSSQL$SQLEXPRESS,17147,Server,SQL Server is terminating because of a system shutdown. This is an informational message only. No user action is required.
Warning,15/02/2012 00:15:21,Microsoft-Windows-User Profiles Service,1530,None,"Windows detected your registry file is still in use by other applications or services. The file will be unloaded now. The applications or services that hold your registry file may not function properly afterwards.  

 DETAIL - 
 1 user registry handles leaked from \Registry\User\S-1-5-21-3353978388-413597626-2876494796-1000_Classes:
Process 1788 (\Device\HarddiskVolume2\Program Files (x86)\Avira\AntiVir Desktop\avguard.exe) has opened key \REGISTRY\USER\S-1-5-21-3353978388-413597626-2876494796-1000_CLASSES\SOFTWARE\Microsoft\Windows\CurrentVersion
"
Warning,15/02/2012 00:15:20,Microsoft-Windows-User Profiles Service,1530,None,"Windows detected your registry file is still in use by other applications or services. The file will be unloaded now. The applications or services that hold your registry file may not function properly afterwards.  

 DETAIL - 
 2 user registry handles leaked from \Registry\User\S-1-5-21-3353978388-413597626-2876494796-1000:
Process 892 (\Device\HarddiskVolume2\Windows\System32\winlogon.exe) has opened key \REGISTRY\USER\S-1-5-21-3353978388-413597626-2876494796-1000
Process 1788 (\Device\HarddiskVolume2\Program Files (x86)\Avira\AntiVir Desktop\avguard.exe) has opened key \REGISTRY\USER\S-1-5-21-3353978388-413597626-2876494796-1000\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\DisallowRun
"
Information,15/02/2012 00:15:20,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,15/02/2012 00:15:20,Desktop Window Manager,9009,None,The Desktop Window Manager has exited with code (0x40010004)
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] UpdateRetryCount: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] FirstCheckForUpdates: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] LastCheckForUpdates: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] AccessAgreementAccepted: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] NextActionDate: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] FirstServiceDate: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] UpdateRetryCount: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] FirstCheckForUpdates: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] LastCheckForUpdates: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] AccessAgreementAccepted: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] NextActionDate: Success
Information,15/02/2012 00:15:18,TOSHIBA Service Station,0,None,[SaveSettings] FirstServiceDate: Success
Warning,14/02/2012 22:26:57,Microsoft-Windows-SoftwareRestrictionPolicies,866,None,Access to c:\program files (x86)\avira\antivir desktop\ipmGui.exe has been restricted by your Administrator by location with policy rule {246ACF77-BA35-40A4-A3A4-E60D305EACD4} placed on path C:\Program Files (x86)\Avira\AntiVir Desktop\ipmgui.exe.
Information,14/02/2012 20:33:24,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,14/02/2012 20:28:24,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
6.1.7601.17514"
Information,14/02/2012 20:28:24,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 4de78642-0f7f-4b61-9392-8add86d70ae8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
2: 50e329f7-a5fa-46b2-85fd-f224e5da7764, 1, 1 [(0 [0x00000000, 1, 0], [(?)(?)( 1 0x00000000 0 0 msft:rm/algorithm/bios/4.0 0x00000000 0)(?)(?)(?)])(1 )(2 )]
3: 5a79ecd8-d33f-406c-a619-7785899b5d59, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
4: 770bc271-8dc1-467d-b574-73cbacbeccd1, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
5: 90a61a0d-0b76-4bf1-a8b8-89061855a4c9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
6: 92f9d22a-65f5-49a7-90fe-06491b4fc379, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
7: 9abf5984-9c16-46f2-ad1e-7fe15931a8dd, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
8: 9ccffaf9-86a2-414e-b031-b2f777720e90, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
9: b92e9980-b9d5-4821-9c94-140f632f6312, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
10: c1027486-8ae8-4633-9cf9-9658ed80504d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
11: c1e88de3-96c4-4563-ad7d-775f65b1e670, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
12: c33001fc-5e9c-4f27-8c05-e0154adb0db4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
13: cf3c5b35-35ff-4c95-9bbd-a188e47ad14c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
14: cff07cac-7534-4cc3-b3f3-99e1a0aa3c20, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
15: d188820a-cb63-4bad-a9a2-40b843ee23b7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
16: d8e04254-f9a5-4729-ae86-886de6aa907c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
17: da22eadd-46dc-4056-a287-f5041c852470, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
18: e120e868-3df2-464a-95a0-b52fa5ada4bf, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
19: e838d943-63ed-4a0b-9fb1-47152908acc9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
20: 4a8149bb-7d61-49f4-8822-82c7bf88d64b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
21: afd5f68f-b70f-4000-a21d-28dbc8be8b07, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]

"
Information,14/02/2012 20:28:24,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/2005, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/licenserenewal/1.0, 0x00000000, 0x00000000
"
Information,14/02/2012 20:28:21,SecurityCenter,1,None,The Windows Security Center Service has started.
Information,14/02/2012 20:28:20,UNS,2000,UNS,Intel(R) User Notification Service started.

Information,14/02/2012 20:28:12,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
"
Information,14/02/2012 20:27:39,TOSHIBA Service Station,0,None,[d82f5878-45f4-4557-afcf-ca065f0e3058] File version check dependency met? True
Information,14/02/2012 20:27:39,TOSHIBA Service Station,0,None,Checking dependency [d82f5878-45f4-4557-afcf-ca065f0e3058]
Information,14/02/2012 20:27:39,TOSHIBA Service Station,0,None,[8880047b-5a89-40d3-8163-37ca567e05e8] BIOS version dependency met? False
Information,14/02/2012 20:27:39,TOSHIBA Service Station,0,None,Checking dependency [8880047b-5a89-40d3-8163-37ca567e05e8]
Warning,14/02/2012 20:27:39,TOSHIBA Service Station,0,None,Skipping empty element [tsu:setup_args]
Warning,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,Skipping empty element [tsu:setup_args]
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[StartPlugins]: Success
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[SaveSettings] UpdateRetryCount: Success
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[SaveSettings] FirstCheckForUpdates: Success
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[SaveSettings] LastCheckForUpdates: Success
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[SaveSettings] AccessAgreementAccepted: Success
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[SaveSettings] NextActionDate: Success
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[SaveSettings] FirstServiceDate: Success
Information,14/02/2012 20:27:38,TOSHIBA Service Station,0,None,[EnableRunAtStartup]: Success
Information,14/02/2012 20:27:24,TOSHIBA Service Station,0,None,[CheckAuditMode]: Success
Information,14/02/2012 20:27:19,Service1,0,None,Service started successfully.
Warning,14/02/2012 20:26:55,Microsoft-Windows-SoftwareRestrictionPolicies,866,None,Access to c:\program files (x86)\avira\antivir desktop\ipmGui.exe has been restricted by your Administrator by location with policy rule {246ACF77-BA35-40A4-A3A4-E60D305EACD4} placed on path C:\Program Files (x86)\Avira\AntiVir Desktop\ipmgui.exe.
Information,14/02/2012 20:25:58,Microsoft-Windows-Search,1003,Search service,The Windows Search Service started.

Information,14/02/2012 20:25:54,ESENT,302,Logging/Recovery,Windows (4408) Windows: The database engine has successfully completed recovery steps.
Information,14/02/2012 20:25:51,ESENT,301,Logging/Recovery,Windows (4408) Windows: The database engine has begun replaying logfile C:\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.log.
Information,14/02/2012 20:25:51,ESENT,300,Logging/Recovery,Windows (4408) Windows: The database engine is initiating recovery steps.
Information,14/02/2012 20:25:51,ESENT,102,General,Windows (4408) Windows: The database engine (6.01.7601.0000) started a new instance (0).
Information,14/02/2012 20:25:23,Desktop Window Manager,9003,None,The Desktop Window Manager was unable to start because a composited theme is not in use
Information,14/02/2012 20:25:23,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
